date,text
2012-03-21,dow opens electronic materials rd hub in korearefining deals up sharply in 2011 amid shedding of global assetsshell cnpc to collaborate on shale gas in chinasnclavalin wins management work in venezuela for pdvsa gas projectsair products signs rd pact with china university for green water treatmentdupont launches new innovation center in brazilchevron blasts outrageous brazil oil spill charges
2012-03-22,india in talks to smoothen iran crude oil suppliesalfa laval to supply plate heat exchangers for brazil oil companyglobal refining catalyst market driven by growth in hydroprocessingsiemens wins 30mn deal from ecopetrol for water treatment at colombia refinerygrace venture to build fcc catalysts plant in uaesasol finds alternate oil supply amid iran sanctions
2012-03-23,air products acquires xebec adsorption technologyobama calls for expediting southern portion of keystone xl pipelineus oil demand down in february as consumers switch to natural gas apiiran crude oil exports drop as sanctions take holdus chemical production rising in all regions acccelanese wins government approval for industrial ethanol plant in china
2012-03-25,dow chemical to build new saudi coatings plant
2012-03-26,chevron phillips chemical to expand texas ngl fractionation unitsinopec sees unprofitable downstream operations amid rising oil pricesenergy transfer completes southern union mergerformosa kraton venture eyes styrene copolymer plant in taiwaniea data show high oil costs hurting eu consumers
2012-03-27,foster wheeler wins project management pact for indonesia refinery upgradekinder morgan to raise alberta oil terminal storageenbridge enterprise more than doubling capacity on us seaway pipelineindia crude imports up on refined product demandgeorgia gulf galata chemicals form partnership on biobased vinyl materialsbp refinery in texas city disrupted by acid leak
2012-03-28,cynar picks rockwell automation to design build uk wastetofuel planttechnip awarded top europe employer certificationtyco to merge flow control business with pentairfrance in talks with iea over oil stocks releasetoyo enppi win deal to build egypt ethylene plant butadiene extraction unit
2012-03-29,westlake chemical opens singapore office amid globalization strategysaudi oil minister sees no reason for high oil priceswr grace dow to collaborate on new catalysts for polypropylene productionpakistan eyes russian funding for iran gas pipelineus senate defeats bid to end big oil subsidiesairline industry executives call on governments to promote biofuels use
2012-03-30,air products starts up new hydrogen selenide plant at pennsylvania sitebharat petroleum to expand kochi refinery by end of 2015williams investigates fire resulting damage at us gas compressor stationessar finishes vadinar refinery expansion in indiauk strike threat boosts europe oil product demandalberta oil sands employment projected to increase over 70 by 2021
2012-04-02,dow chemical to close plants amid cost cuts cites weak europe economyfoster wheeler inks global services pact with dowchevron phillips to build onpurpose 1hexene plant at texas complexlinde to supply gases for sadara chemical ventureindia seeks more crude lng from qatar to boost energy securitycbi wins 50mn deal for canadian oil sands work
2012-04-03,fluor to design petronas lng terminal in malaysiatotal taps foster wheeler for hydrodesulfurization revamp at belgium refineryppg argex form technical partnership on tio2uop to expand adsorbents catalysts production at alabama facilitysabic sinopec begin building 17bn china pc plantpetrobras reportedly in talks to buy manguinhos refinery in brazil
2012-04-04,rockwood opens surface treatment plant in india targets automotive industrytechnip cimv to collaborate on green chemistryrpm buys australian automotive specialty coatings company hichembp statoil intrigued by transanatolian gas pipelineforecasters predict mild atlantic hurricane season low risk to energy operations
2012-04-05,shell considering gastodiesel plant in louisianapetrochina in talks with shell hess about shale oil joint ventureus trade groups slam epa for e15 ethanol blend citing risk to consumerscrane launches chinese website for energy flow solutions businesseurochem finalizes purchase of basf fertilizer unitplains acquires canadian ngl lpg business of bpair products wins top safety improvement award from us gas group
2012-04-06,marathon agrees to limit refinery pollution in us clean air act settlementhuntsman to expand texas ethylene oxide plant
2012-04-09,williams picks cbi for engineering on louisiana petrochemical expansionkoreas kepco signs 34bn lng deal with vitoloneok plans us crude pipeline from bakken shale to cushing storage hubbg group to invest 2bn on rd in brazil oil sectorphillips 66 to focus on chemical pipeline units less on fuels ceopraxair to supply gases to trina solar plant in china
2012-04-10,jacobs wins engineering work on afipsky refinery expansion in russiatech air strikes deal to buy dressel welding supplypetroplus uk administrator aims to sell coryton refinery within monthineos taps kbr to build texas ethylene furnacechevron sees downstream margins up in refining down in marketingchina adjusts fee for foreign jv energy projects
2012-04-11,basf to build new india polyurethane site by 2014fluor named north america engineering partner for basf chemical projectstrends in the downstream marketdresserrand hoss compressors help secure energy supplysearching for ways to further reduce noise in the oil and gas industrysunoco logistics plans wti crude pipeline from west texas to gulfdelta air looks at buying conocophillips refineryflint hills to shut down alaska refinery crude unit amid poor margins
2012-04-12,enterprise forms partnership to build ngl pipeline from colorado to texasbp to start up hull biorefinery in uk later this yearbayer to acquire arkema polycarbonate sheet unitsingapore to study lng bunkering amid search for cleaner marine fuels
2012-04-13,global refinery runs to improve in months aheadairgas wins fleet safety award from us gas groupmomentive to close german formaldehyde plant on lower european demandoryx starts up lube oil blending plant in west africatechnip lands flexible pipe supply deal for ichthys lng project in australiawhite house forms oversight panel for gas policy
2012-04-16,oiltanking to raise crude storage at texas terminalmitsubishi celanese to expand polyacetal complex in south koreaenterprise enbridge speed up seaway oil pipeline reversal in usdelta reportedly approves conoco refinery deal
2012-04-17,sabic picks jacobs for engineering on netherlands olefins cracker upgradesiemens shell seal gas chromatography pactbp awards engineering deal for rotterdam refinery fcc shutdown to jacobscabot breaks ground on china carbon black planthuntsman to expand polyurethane catalyst output at hungary spain sitesindia to get first floating lng terminal by end2013
2012-04-18,statoil sells fuel retail unit turns focus to upstreamuop ensyn venture wins sustainable biofuel award for conversion technologyeastman chemical finishes texas 2eh expansioncbi to build storage tanks for kinder morgan oil terminal in canadaepa delays new us fracking rules until 2015brazilian miner vale oil major petrobras to unveil joint projects next month
